Number of data: 20000
Number of incorrect classifications: 5296
Test Sample Error Rate: 0.264787
Battacharyya bound: 0.32373
Chernoff bound: 0.3198
         beta*: 0.425
-0.429121, 0.8745, ONE, ONE, o
1.07427, 1.9687, ONE, ONE, o
3.64925, 2.51922, ONE, TWO, X
2.21337, 1.87085, ONE, ONE, o
1.40933, 2.72566, ONE, ONE, o
2.14314, 2.25946, ONE, ONE, o
2.49357, 3.77671, ONE, TWO, X
1.61529, 2.61286, ONE, ONE, o
1.17657, 2.82772, ONE, ONE, o
2.33308, 3.97505, ONE, TWO, X
0.894438, 2.56759, ONE, ONE, o
2.14696, 3.34573, ONE, TWO, X
3.2945, 1.17918, ONE, ONE, o
2.10534, 2.38872, ONE, ONE, o
2.12045, 2.27794, ONE, ONE, o
1.27647, 0.44921, ONE, ONE, o
2.19778, 3.47757, ONE, TWO, X
1.7017, 2.30944, ONE, ONE, o
2.71693, 1.97847, ONE, ONE, o
3.29586, 1.68835, ONE, ONE, o
2.5359, 1.57951, ONE, ONE, o
1.94549, 2.00478, ONE, ONE, o
2.61609, 1.04298, ONE, ONE, o
3.4953, 3.03001, ONE, TWO, X
1.57571, -0.363698, ONE, ONE, o
2.15541, 1.87115, ONE, ONE, o
0.887965, 0.418276, ONE, ONE, o
1.86724, 3.15388, ONE, ONE, o
3.18404, 1.86351, ONE, ONE, o
1.46254, 2.28029, ONE, ONE, o
2.26548, 2.30085, ONE, ONE, o
-0.176921, 1.90728, ONE, ONE, o
3.62048, 3.02394, ONE, TWO, X
0.832717, 2.8461, ONE, ONE, o
1.7393, 1.80693, ONE, ONE, o
1.84638, 2.07633, ONE, ONE, o
2.2052, -0.142074, ONE, ONE, o
2.4398, 2.22925, ONE, ONE, o
2.08585, 3.85662, ONE, TWO, X
1.06329, 2.96942, ONE, ONE, o
4.29619, 3.30496, ONE, TWO, X
2.69271, 0.587602, ONE, ONE, o
1.96578, 0.03817, ONE, ONE, o
1.94519, 2.07081, ONE, ONE, o
2.0995, 0.85035, ONE, ONE, o
3.44647, 2.43185, ONE, TWO, X
1.58316, 1.58565, ONE, ONE, o
2.47889, 2.30513, ONE, ONE, o
0.696663, 2.23599, ONE, ONE, o
3.17232, 2.58115, ONE, TWO, X
1.55771, 0.90822, ONE, ONE, o
2.09755, 1.64771, ONE, ONE, o
3.14648, 1.76889, ONE, ONE, o
1.76471, 2.6345, ONE, ONE, o
2.159, 1.63088, ONE, ONE, o
2.22615, 1.59157, ONE, ONE, o
1.88918, 2.51993, ONE, ONE, o
2.09628, 1.23015, ONE, ONE, o
0.860649, 3.42425, ONE, TWO, X
1.64858, 1.29768, ONE, ONE, o
3.11369, 0.38511, ONE, ONE, o
0.781279, 1.20036, ONE, ONE, o
0.779149, 1.77689, ONE, ONE, o
3.11245, 2.78154, ONE, TWO, X
1.82368, 2.36996, ONE, ONE, o
1.23559, 2.66919, ONE, ONE, o
3.64359, 1.84044, ONE, TWO, X
2.80569, 3.1719, ONE, TWO, X
1.27801, 2.7857, ONE, ONE, o
2.00956, -0.16824, ONE, ONE, o
-0.164344, 1.79864, ONE, ONE, o
2.21102, 1.68112, ONE, ONE, o
0.515543, 1.93032, ONE, ONE, o
3.03671, 2.54797, ONE, TWO, X
3.34096, 2.82104, ONE, TWO, X
3.12422, 2.478, ONE, TWO, X
0.147815, 1.64904, ONE, ONE, o
0.506528, -0.020969, ONE, ONE, o
0.303197, 1.1457, ONE, ONE, o
2.71886, 0.974242, ONE, ONE, o
2.4158, 3.95535, ONE, TWO, X
2.31178, 2.18132, ONE, ONE, o
3.64066, 1.38258, ONE, ONE, o
2.21214, 4.42333, ONE, TWO, X
1.70032, 1.42736, ONE, ONE, o
3.33281, 0.958545, ONE, ONE, o
0.335836, 1.45477, ONE, ONE, o
3.94853, 2.01464, ONE, TWO, X
1.93322, 1.40256, ONE, ONE, o
3.10207, 3.09007, ONE, TWO, X
2.22201, 1.90017, ONE, ONE, o
3.38014, 1.64745, ONE, ONE, o
1.55716, 0.402459, ONE, ONE, o
4.89518, 1.09644, ONE, TWO, X
3.30042, 2.77448, ONE, TWO, X
1.69179, 3.25893, ONE, ONE, o
2.02495, 3.25882, ONE, TWO, X
2.18792, 0.596127, ONE, ONE, o
1.34702, 4.41876, ONE, TWO, X
0.949364, 4.22416, ONE, TWO, X
1.27393, 1.21559, ONE, ONE, o
2.24199, 0.690711, ONE, ONE, o
1.74613, 3.01276, ONE, ONE, o
2.73534, 2.86261, ONE, TWO, X
1.39978, 1.62716, ONE, ONE, o
2.53593, 1.33637, ONE, ONE, o
0.94967, 1.46814, ONE, ONE, o
0.811041, 2.01864, ONE, ONE, o
2.87659, 2.19839, ONE, ONE, o
0.992457, 2.2199, ONE, ONE, o
1.68749, 2.72067, ONE, ONE, o
1.39049, 2.84406, ONE, ONE, o
3.18987, 1.95335, ONE, ONE, o
3.33414, 2.03208, ONE, ONE, o
1.05724, 2.67105, ONE, ONE, o
1.3228, 1.77961, ONE, ONE, o
1.76809, 2.84318, ONE, ONE, o
2.44668, 4.65981, ONE, TWO, X
2.49804, 2.94194, ONE, TWO, X
-1.13485, 1.4272, ONE, ONE, o
2.0191, 0.72112, ONE, ONE, o
3.04064, 2.31994, ONE, ONE, o
3.869, 2.0937, ONE, TWO, X
1.15146, 0.878274, ONE, ONE, o
4.50507, 0.75768, ONE, TWO, X
3.67944, 2.28888, ONE, TWO, X
1.84839, 0.882743, ONE, ONE, o
-0.62834, 1.22813, ONE, ONE, o
1.41144, 2.43322, ONE, ONE, o
2.51622, 2.2959, ONE, ONE, o
2.50503, 2.08973, ONE, ONE, o
2.886, 3.91102, ONE, TWO, X
3.05574, 2.98268, ONE, TWO, X
1.29096, 2.31841, ONE, ONE, o
3.79013, 0.631626, ONE, ONE, o
2.28477, 0.497885, ONE, ONE, o
2.25215, 1.58871, ONE, ONE, o
1.72305, 2.61156, ONE, ONE, o
1.35714, -1.09964, ONE, ONE, o
1.45845, 1.77321, ONE, ONE, o
2.90639, 1.89798, ONE, ONE, o
1.04269, 1.98858, ONE, ONE, o
1.65718, 1.63948, ONE, ONE, o
3.45539, 0.531947, ONE, ONE, o
0.836342, 3.18836, ONE, ONE, o
1.67569, 2.88601, ONE, ONE, o
2.42142, 2.22407, ONE, ONE, o
2.7832, 1.18149, ONE, ONE, o
2.77771, 1.04695, ONE, ONE, o
1.17478, 2.02935, ONE, ONE, o
2.65971, 3.26837, ONE, TWO, X
0.678197, 1.38322, ONE, ONE, o
1.94632, 2.60995, ONE, ONE, o
2.70395, 1.73495, ONE, ONE, o
2.20052, 1.64178, ONE, ONE, o
1.97861, 2.94402, ONE, ONE, o
1.76906, 1.98972, ONE, ONE, o
1.34952, 3.53874, ONE, TWO, X
0.18031, 1.49675, ONE, ONE, o
1.84903, 2.46846, ONE, ONE, o
2.34517, 0.128624, ONE, ONE, o
1.14658, 1.55181, ONE, ONE, o
2.58459, 4.23689, ONE, TWO, X
2.39047, 0.191688, ONE, ONE, o
1.45785, 2.80903, ONE, ONE, o
1.62451, 0.76521, ONE, ONE, o
1.89812, 1.799, ONE, ONE, o
2.89921, 0.471897, ONE, ONE, o
1.36474, 0.200216, ONE, ONE, o
4.03933, 2.35641, ONE, TWO, X
3.24237, 0.728755, ONE, ONE, o
1.25504, 3.14796, ONE, ONE, o
2.36227, 3.29251, ONE, TWO, X
1.9267, 0.113394, ONE, ONE, o
3.74113, 1.02032, ONE, ONE, o
2.11208, 1.60188, ONE, ONE, o
3.79792, 1.45696, ONE, TWO, X
0.692153, 3.73533, ONE, TWO, X
0.855513, 1.64363, ONE, ONE, o
1.09319, 3.98996, ONE, TWO, X
2.1445, 2.18078, ONE, ONE, o
1.43977, 2.35369, ONE, ONE, o
1.75208, 0.70904, ONE, ONE, o
2.51869, 1.09583, ONE, ONE, o
2.94295, 2.59732, ONE, TWO, X
1.91712, 0.728539, ONE, ONE, o
1.49299, 2.47534, ONE, ONE, o
0.357364, 1.55707, ONE, ONE, o
3.65835, 1.64627, ONE, TWO, X
0.943758, 3.63722, ONE, TWO, X
2.33552, 1.4304, ONE, ONE, o
0.827375, 2.45624, ONE, ONE, o
2.43385, 1.52819, ONE, ONE, o
0.703146, 2.30474, ONE, ONE, o
2.17365, 2.96626, ONE, ONE, o
2.10069, 1.72035, ONE, ONE, o
2.07664, 1.89585, ONE, ONE, o
2.29391, 1.86828, ONE, ONE, o
2.59774, 1.84887, ONE, ONE, o
3.19564, 2.19233, ONE, ONE, o
3.86712, 2.59673, ONE, TWO, X
2.31143, 3.00404, ONE, ONE, o
1.49716, 1.11647, ONE, ONE, o
2.59287, 2.37429, ONE, ONE, o
2.14471, 4.1726, ONE, TWO, X
1.35935, 1.35581, ONE, ONE, o
0.635263, 1.94235, ONE, ONE, o
0.381044, 2.51566, ONE, ONE, o
1.98115, 1.80607, ONE, ONE, o
2.12554, 0.921656, ONE, ONE, o
1.18279, 3.9989, ONE, TWO, X
1.57438, 1.2712, ONE, ONE, o
1.90171, 0.621021, ONE, ONE, o
0.517539, 3.67084, ONE, TWO, X
2.772, 2.16846, ONE, ONE, o
3.0407, 2.37723, ONE, ONE, o
2.62531, 0.033946, ONE, ONE, o
0.555648, 2.04509, ONE, ONE, o
2.23513, 2.9383, ONE, ONE, o
2.90731, 1.21068, ONE, ONE, o
2.19784, 1.51783, ONE, ONE, o
2.7471, 3.18036, ONE, TWO, X
2.06328, 0.442657, ONE, ONE, o
1.73797, 1.31255, ONE, ONE, o
1.60019, 1.16809, ONE, ONE, o
1.11386, 2.1591, ONE, ONE, o
1.35736, 0.742242, ONE, ONE, o
2.99805, 1.82003, ONE, ONE, o
2.17497, 3.70428, ONE, TWO, X
2.88633, 2.58652, ONE, ONE, o
1.61305, 1.71244, ONE, ONE, o
2.977, 0.812865, ONE, ONE, o
1.56654, 2.43123, ONE, ONE, o
2.91982, 4.1424, ONE, TWO, X
2.0096, 1.43554, ONE, ONE, o
0.679118, 1.53179, ONE, ONE, o
0.347423, 1.17501, ONE, ONE, o
1.62807, -0.124637, ONE, ONE, o
2.89264, 1.706, ONE, ONE, o
1.22513, 0.397557, ONE, ONE, o
1.15693, 2.66867, ONE, ONE, o
2.2597, 0.829107, ONE, ONE, o
0.094164, 1.68534, ONE, ONE, o
1.99003, 1.3863, ONE, ONE, o
2.2087, 1.71756, ONE, ONE, o
2.3563, 2.68118, ONE, ONE, o
2.60504, 3.07583, ONE, TWO, X
2.06925, 2.89743, ONE, ONE, o
4.03376, 3.59469, ONE, TWO, X
1.74631, 3.03483, ONE, ONE, o
2.6854, 2.02038, ONE, ONE, o
3.01029, 0.888536, ONE, ONE, o
1.29704, 2.76038, ONE, ONE, o
2.22747, 2.98717, ONE, ONE, o
1.97782, -0.147372, ONE, ONE, o
1.67886, 2.1456, ONE, ONE, o
1.87989, 1.61442, ONE, ONE, o
2.26087, 1.94135, ONE, ONE, o
1.58571, 1.76035, ONE, ONE, o
1.84452, 2.3021, ONE, ONE, o
2.81361, 4.2081, ONE, TWO, X
2.15207, 2.20836, ONE, ONE, o
2.05634, 1.71283, ONE, ONE, o
2.22844, 4.34355, ONE, TWO, X
1.37989, 1.4197, ONE, ONE, o
2.51878, 1.69836, ONE, ONE, o
0.865672, 2.20868, ONE, ONE, o
1.69566, 0.820977, ONE, ONE, o
2.10155, 1.52198, ONE, ONE, o
3.1537, 3.37233, ONE, TWO, X
2.79911, 2.31316, ONE, ONE, o
2.76345, 2.12207, ONE, ONE, o
0.896465, 2.74613, ONE, ONE, o
0.904227, 2.73198, ONE, ONE, o
1.45014, 3.08778, ONE, ONE, o
2.06071, 2.55193, ONE, ONE, o
-0.235407, -0.179243, ONE, ONE, o
0.966305, 3.0171, ONE, ONE, o
2.21996, 2.47638, ONE, ONE, o
2.63139, 1.21259, ONE, ONE, o
1.80106, 2.0978, ONE, ONE, o
-0.45262, 2.45976, ONE, ONE, o
3.64533, 0.525224, ONE, ONE, o
3.05377, 1.96749, ONE, ONE, o
1.60504, 1.27734, ONE, ONE, o
0.639217, 1.7987, ONE, ONE, o
-0.289312, 2.80567, ONE, ONE, o
1.15153, 1.6447, ONE, ONE, o
0.984561, 1.93468, ONE, ONE, o
2.22571, 0.112187, ONE, ONE, o
1.13135, 2.51714, ONE, ONE, o
0.935466, 2.48699, ONE, ONE, o
0.709389, 0.267972, ONE, ONE, o
1.08224, 1.88231, ONE, ONE, o
3.78072, 0.876567, ONE, ONE, o
1.61142, 1.46755, ONE, ONE, o
2.60287, 2.25013, ONE, ONE, o
2.54296, 1.89889, ONE, ONE, o
1.86217, 2.0629, ONE, ONE, o
1.25535, 2.74056, ONE, ONE, o
2.48249, 3.02521, ONE, TWO, X
1.71317, 2.89783, ONE, ONE, o
3.04469, 2.13875, ONE, ONE, o
2.54398, 1.47442, ONE, ONE, o
3.46141, 1.62337, ONE, ONE, o
1.3333, 1.50868, ONE, ONE, o
3.05426, 1.2762, ONE, ONE, o
1.50707, 2.35315, ONE, ONE, o
2.6068, 1.34806, ONE, ONE, o
1.27211, 1.99919, ONE, ONE, o
2.3876, 4.23094, ONE, TWO, X
2.23585, 0.892356, ONE, ONE, o
2.69271, 0.83474, ONE, ONE, o
2.29164, 2.37596, ONE, ONE, o
0.063909, 2.08504, ONE, ONE, o
2.73826, 0.646458, ONE, ONE, o
2.96646, 1.8776, ONE, ONE, o
1.57886, 4.22695, ONE, TWO, X
1.89424, 1.85635, ONE, ONE, o
2.52463, 0.320971, ONE, ONE, o
1.24747, 1.67337, ONE, ONE, o
2.59229, 0.514301, ONE, ONE, o
1.29936, 1.71467, ONE, ONE, o
1.18494, 1.65878, ONE, ONE, o
2.03538, 3.66384, ONE, TWO, X
1.16496, 2.12583, ONE, ONE, o
2.55762, 1.7895, ONE, ONE, o
1.53887, 2.97333, ONE, ONE, o
0.196108, 1.92255, ONE, ONE, o
1.10547, 1.35187, ONE, ONE, o
0.064942, 2.43258, ONE, ONE, o
2.3827, 1.53636, ONE, ONE, o
0.710887, 0.976886, ONE, ONE, o
3.0878, 1.33721, ONE, ONE, o
2.20475, 1.73325, ONE, ONE, o
2.6656, 0.75188, ONE, ONE, o
1.49317, 4.76563, ONE, TWO, X
1.19418, 3.15894, ONE, ONE, o
2.89141, 2.13976, ONE, ONE, o
2.33136, 1.86452, ONE, ONE, o
2.50283, 0.764052, ONE, ONE, o
0.677798, 3.83613, ONE, TWO, X
1.96131, 3.53062, ONE, TWO, X
0.701425, 2.69635, ONE, ONE, o
3.2321, 3.13605, ONE, TWO, X
1.915, 2.8632, ONE, ONE, o
0.673619, 2.46318, ONE, ONE, o
2.2162, 2.28322, ONE, ONE, o
2.57313, 2.99247, ONE, TWO, X
0.649558, 1.01397, ONE, ONE, o
1.64844, 0.999882, ONE, ONE, o
0.435053, 1.1502, ONE, ONE, o
1.31745, 3.47257, ONE, TWO, X
0.138452, 1.596, ONE, ONE, o
0.405415, 2.28138, ONE, ONE, o
1.45013, 0.566247, ONE, ONE, o
1.57684, 1.96858, ONE, ONE, o
1.92728, 2.25414, ONE, ONE, o
0.391648, 3.29933, ONE, ONE, o
0.788859, 2.24745, ONE, ONE, o
3.5218, 3.40867, ONE, TWO, X
3.45958, 1.57807, ONE, ONE, o
2.07751, 2.72889, ONE, ONE, o
4.26888, 0.747746, ONE, TWO, X
0.912247, -1.35253, ONE, ONE, o
3.03424, 1.68024, ONE, ONE, o
1.76116, 1.44528, ONE, ONE, o
2.19961, 1.77271, ONE, ONE, o
0.405207, 0.527435, ONE, ONE, o
2.4059, 2.08678, ONE, ONE, o
2.14838, 0.338004, ONE, ONE, o
2.00519, 2.91014, ONE, ONE, o
1.78218, 1.89919, ONE, ONE, o
0.580595, 3.02975, ONE, ONE, o
2.79854, 2.07429, ONE, ONE, o
1.7342, 2.02968, ONE, ONE, o
2.47127, 2.49864, ONE, ONE, o
1.84702, 2.87662, ONE, ONE, o
1.09731, 3.52513, ONE, TWO, X
-0.307604, 1.75802, ONE, ONE, o
1.02445, 2.05296, ONE, ONE, o
0.820517, 1.90783, ONE, ONE, o
-1.39122, 1.46677, ONE, ONE, o
0.389653, 0.369073, ONE, ONE, o
2.01423, -0.561954, ONE, ONE, o
0.845152, 1.99208, ONE, ONE, o
3.80996, 4.58674, ONE, TWO, X
2.9988, 2.19625, ONE, ONE, o
1.27214, 3.63882, ONE, TWO, X
1.72719, 2.15249, ONE, ONE, o
1.90311, 0.433566, ONE, ONE, o
3.96413, 0.561886, ONE, TWO, X
1.71456, 2.34824, ONE, ONE, o
1.01808, 0.526411, ONE, ONE, o
3.59689, 1.05598, ONE, ONE, o
2.11855, 1.27956, ONE, ONE, o
1.44434, 2.32201, ONE, ONE, o
1.91919, 0.736599, ONE, ONE, o
1.66424, 2.30607, ONE, ONE, o
2.60584, 1.21514, ONE, ONE, o
2.13456, 1.41778, ONE, ONE, o
3.23824, 0.884765, ONE, ONE, o
1.88078, 0.653293, ONE, ONE, o
1.90537, 1.05638, ONE, ONE, o
2.77028, 3.21679, ONE, TWO, X
2.56779, 1.42534, ONE, ONE, o
0.406584, 1.15642, ONE, ONE, o
1.42703, 1.98488, ONE, ONE, o
2.36272, 2.14793, ONE, ONE, o
3.20625, 2.46879, ONE, TWO, X
3.09084, 2.80902, ONE, TWO, X
1.56557, 2.71112, ONE, ONE, o
2.57436, 3.74429, ONE, TWO, X
1.83095, 3.01645, ONE, ONE, o
2.22561, 0.021951, ONE, ONE, o
2.3631, 1.46914, ONE, ONE, o
3.33094, 3.07902, ONE, TWO, X
2.78893, 4.49638, ONE, TWO, X
2.61657, 1.83629, ONE, ONE, o
2.50458, 2.37346, ONE, ONE, o
3.04435, 1.68955, ONE, ONE, o
1.83021, 2.53726, ONE, ONE, o
2.47412, 3.66929, ONE, TWO, X
2.7405, 1.75886, ONE, ONE, o
0.322823, 2.12799, ONE, ONE, o
2.56891, 2.03593, ONE, ONE, o
0.001221, 2.18222, ONE, ONE, o
1.48265, 2.28818, ONE, ONE, o
0.960791, 0.78057, ONE, ONE, o
2.9268, 1.67559, ONE, ONE, o
1.38477, 2.75081, ONE, ONE, o
-0.162112, 1.36658, ONE, ONE, o
1.97461, 3.48829, ONE, TWO, X
1.04074, 2.89283, ONE, ONE, o
2.85066, 0.975021, ONE, ONE, o
3.55382, 1.99657, ONE, TWO, X
1.76688, 1.24281, ONE, ONE, o
2.11729, 2.40256, ONE, ONE, o
1.60249, 1.11445, ONE, ONE, o
3.57489, 1.52065, ONE, ONE, o
3.23138, 2.92775, ONE, TWO, X
0.812037, 2.03836, ONE, ONE, o
2.1799, 1.27262, ONE, ONE, o
2.17765, 2.8501, ONE, ONE, o
2.70497, 2.86529, ONE, TWO, X
1.84261, 0.52363, ONE, ONE, o
2.47517, 0.694088, ONE, ONE, o
2.45124, 1.80837, ONE, ONE, o
2.61619, 3.91145, ONE, TWO, X
0.765158, 2.16068, ONE, ONE, o
3.59175, 1.64217, ONE, TWO, X
0.552524, 0.338812, ONE, ONE, o
2.95445, 2.12464, ONE, ONE, o
2.41483, 1.39007, ONE, ONE, o
3.94988, 2.11478, ONE, TWO, X
2.09656, 0.518925, ONE, ONE, o
2.45149, 2.8595, ONE, ONE, o
2.73671, 0.549132, ONE, ONE, o
0.950727, 1.21731, ONE, ONE, o
3.87745, 3.27555, ONE, TWO, X
3.98853, 2.16782, ONE, TWO, X
1.74516, 1.77905, ONE, ONE, o
2.13391, 1.72364, ONE, ONE, o
1.87534, 3.19595, ONE, ONE, o
1.93982, 2.53313, ONE, ONE, o
1.22396, 1.80819, ONE, ONE, o
1.76775, 3.76431, ONE, TWO, X
2.18913, 1.37115, ONE, ONE, o
2.09697, 2.74263, ONE, ONE, o
-0.197953, 1.33292, ONE, ONE, o
3.26643, 1.82752, ONE, ONE, o
1.87759, 1.2453, ONE, ONE, o
3.14418, 2.04918, ONE, ONE, o
1.30213, 0.571404, ONE, ONE, o
0.702728, 2.17447, ONE, ONE, o
1.70859, 1.71013, ONE, ONE, o
3.26306, 1.86836, ONE, ONE, o
1.41855, 2.72696, ONE, ONE, o
1.05195, 2.56136, ONE, ONE, o
2.93991, 1.33328, ONE, ONE, o
2.01224, 0.688717, ONE, ONE, o
1.37637, 1.72207, ONE, ONE, o
-0.067861, 2.45614, ONE, ONE, o
-0.1753, -1.08918, ONE, ONE, o
0.90452, 3.25663, ONE, ONE, o
2.16822, 2.07366, ONE, ONE, o
1.33294, -0.472603, ONE, ONE, o
2.58493, 1.11122, ONE, ONE, o
3.63477, 4.08067, ONE, TWO, X
1.75224, 2.05102, ONE, ONE, o
0.901621, 2.0884, ONE, ONE, o
2.31774, 1.11372, ONE, ONE, o
2.76861, 1.85557, ONE, ONE, o
2.78525, 2.18267, ONE, ONE, o
2.07094, 0.490762, ONE, ONE, o
1.59684, 1.94426, ONE, ONE, o
1.22082, 3.97629, ONE, TWO, X
1.52456, 3.07438, ONE, ONE, o
2.39693, 1.58498, ONE, ONE, o
3.04507, 1.89376, ONE, ONE, o
2.10336, 2.24213, ONE, ONE, o
1.61652, 2.27622, ONE, ONE, o
2.48488, 2.33994, ONE, ONE, o
2.85865, 3.55737, ONE, TWO, X
1.85238, 2.38997, ONE, ONE, o
1.38912, 3.88878, ONE, TWO, X
1.25806, 2.19986, ONE, ONE, o
-0.082942, 2.69374, ONE, ONE, o
2.96101, 0.814454, ONE, ONE, o
0.797154, 1.08631, ONE, ONE, o
1.16041, 3.85035, ONE, TWO, X
2.42307, 1.92755, ONE, ONE, o
1.77958, 1.99473, ONE, ONE, o
1.47318, 2.25809, ONE, ONE, o
2.88043, 2.01444, ONE, ONE, o
1.2065, 1.02038, ONE, ONE, o
1.8619, 2.74209, ONE, ONE, o
2.72835, 1.54915, ONE, ONE, o
3.37447, 1.28875, ONE, ONE, o
2.21005, 2.17986, ONE, ONE, o
1.56853, 3.40631, ONE, TWO, X
1.92264, 0.378706, ONE, ONE, o
0.687832, 3.69848, ONE, TWO, X
2.33405, 2.96529, ONE, ONE, o
3.42769, 3.48514, ONE, TWO, X
0.964863, 3.04072, ONE, ONE, o
3.54471, 1.87627, ONE, TWO, X
0.728559, 3.08053, ONE, ONE, o
2.00853, 1.60955, ONE, ONE, o
0.574551, 1.63673, ONE, ONE, o
3.21379, 2.37651, ONE, TWO, X
-0.104765, 1.12197, ONE, ONE, o
1.42841, 1.76798, ONE, ONE, o
1.5044, 1.9029, ONE, ONE, o
1.42485, 2.85208, ONE, ONE, o
0.527794, 2.74674, ONE, ONE, o
2.29482, 2.63004, ONE, ONE, o
2.28754, 2.39229, ONE, ONE, o
0.636705, 3.09958, ONE, ONE, o
2.17563, 2.76383, ONE, ONE, o
3.83396, 0.281283, ONE, ONE, o
1.14895, 2.54788, ONE, ONE, o
2.00698, 1.88818, ONE, ONE, o
1.43159, 2.51174, ONE, ONE, o
2.58487, 2.0656, ONE, ONE, o
2.06072, 4.05478, ONE, TWO, X
3.15284, 2.2345, ONE, ONE, o
1.90816, 3.26471, ONE, TWO, X
1.80757, 1.50929, ONE, ONE, o
3.60017, 1.02576, ONE, ONE, o
3.03038, 2.7002, ONE, TWO, X
1.29355, 1.42005, ONE, ONE, o
1.55081, 2.98122, ONE, ONE, o
1.98029, 1.71541, ONE, ONE, o
3.27424, 2.26609, ONE, TWO, X
2.90397, 1.74809, ONE, ONE, o
1.15896, 1.63067, ONE, ONE, o
1.28447, 1.06649, ONE, ONE, o
1.46449, 1.63753, ONE, ONE, o
2.7146, 1.32677, ONE, ONE, o
3.00669, 3.51174, ONE, TWO, X
1.20388, 1.83566, ONE, ONE, o
1.03381, 1.37255, ONE, ONE, o
1.19596, 2.50374, ONE, ONE, o
2.76551, 2.75817, ONE, TWO, X
1.91352, 4.09527, ONE, TWO, X
2.26888, 0.380235, ONE, ONE, o
2.29168, 1.25541, ONE, ONE, o
1.46554, 1.42117, ONE, ONE, o
2.38931, 0.852446, ONE, ONE, o
0.803388, 2.45531, ONE, ONE, o
1.67711, 2.39381, ONE, ONE, o
1.40138, 0.408377, ONE, ONE, o
3.06806, 2.39206, ONE, ONE, o
0.377799, 3.86159, ONE, TWO, X
3.34103, 3.31663, ONE, TWO, X
3.69964, 3.68605, ONE, TWO, X
2.57767, 2.11208, ONE, ONE, o
1.72848, 3.15936, ONE, ONE, o
2.60135, 3.14464, ONE, TWO, X
1.70007, 3.7677, ONE, TWO, X
1.69516, 2.85455, ONE, ONE, o
1.19281, 1.5909, ONE, ONE, o
2.56503, 2.17271, ONE, ONE, o
0.866496, 0.557425, ONE, ONE, o
3.19318, 2.10816, ONE, ONE, o
0.622647, 2.56235, ONE, ONE, o
1.0684, 0.916377, ONE, ONE, o
0.831789, 0.027445, ONE, ONE, o
2.00486, 0.936657, ONE, ONE, o
1.94979, 1.80706, ONE, ONE, o
1.27117, 2.47505, ONE, ONE, o
-0.165277, 1.29754, ONE, ONE, o
2.42981, 1.59125, ONE, ONE, o
1.19898, 1.53099, ONE, ONE, o
1.34156, 2.55392, ONE, ONE, o
1.85137, 1.53179, ONE, ONE, o
2.10716, 1.93746, ONE, ONE, o
2.61102, 2.99553, ONE, TWO, X
1.04403, 2.44951, ONE, ONE, o
3.83843, 0.633363, ONE, ONE, o
1.98636, 1.36676, ONE, ONE, o
3.24206, 2.1329, ONE, ONE, o
4.8631, 2.1169, ONE, TWO, X
3.09884, 1.23925, ONE, ONE, o
2.02938, 2.61973, ONE, ONE, o
3.25478, 2.64764, ONE, TWO, X
1.56533, 0.844929, ONE, ONE, o
0.023437, 2.84054, ONE, ONE, o
0.640886, 2.37758, ONE, ONE, o
3.57798, 2.28942, ONE, TWO, X
3.39735, 1.89859, ONE, ONE, o
2.36362, 0.966357, ONE, ONE, o
1.56903, 2.85475, ONE, ONE, o
4.02697, 1.97552, ONE, TWO, X
1.84834, 1.76508, ONE, ONE, o
1.04787, 1.11554, ONE, ONE, o
1.47909, 2.04713, ONE, ONE, o
2.06222, 1.5182, ONE, ONE, o
0.999332, 3.31657, ONE, ONE, o
1.18929, 3.20924, ONE, ONE, o
3.98114, 4.84398, ONE, TWO, X
-0.975519, 3.06202, ONE, TWO, X
2.56647, 1.74824, ONE, ONE, o
1.73354, 3.91344, ONE, TWO, X
2.16836, -0.323756, ONE, ONE, o
2.33038, 3.44595, ONE, TWO, X
2.02599, 3.43732, ONE, TWO, X
3.3048, 2.7009, ONE, TWO, X
2.33653, 1.91205, ONE, ONE, o
2.67154, 0.859643, ONE, ONE, o
2.10613, 0.728209, ONE, ONE, o
1.00991, 0.721934, ONE, ONE, o
1.51247, 2.08961, ONE, ONE, o
2.73451, 2.46444, ONE, ONE, o
3.95012, 2.98142, ONE, TWO, X
2.48546, 1.18267, ONE, ONE, o
2.63005, 2.83274, ONE, ONE, o
0.866263, 0.794268, ONE, ONE, o
0.790356, 2.6954, ONE, ONE, o
0.802336, 3.03951, ONE, ONE, o
1.88924, 1.55713, ONE, ONE, o
1.82882, 1.72989, ONE, ONE, o
1.21773, 2.71058, ONE, ONE, o
2.01924, 0.883979, ONE, ONE, o
3.49079, 2.73113, ONE, TWO, X
2.44448, 1.75398, ONE, ONE, o
2.75582, 3.50296, ONE, TWO, X
0.625736, 2.86073, ONE, ONE, o
2.19725, 1.1133, ONE, ONE, o
1.65745, 1.83661, ONE, ONE, o
2.20115, 2.19022, ONE, ONE, o
1.32758, 1.08183, ONE, ONE, o
1.65724, 2.53186, ONE, ONE, o
2.20831, 3.92021, ONE, TWO, X
1.70426, 1.83908, ONE, ONE, o
1.14533, 2.13318, ONE, ONE, o
1.40447, 1.97818, ONE, ONE, o
2.73205, 2.73882, ONE, ONE, o
1.92375, 1.66321, ONE, ONE, o
1.69215, 2.13662, ONE, ONE, o
1.52302, 2.14969, ONE, ONE, o
