Number of data: 20000
Number of incorrect classifications: 8717
Test Sample Error Rate: 0.435828
Battacharyya bound: 0.373529
Chernoff bound: 0.3
         beta*: 0.999998
1.43882, 0.54064, ONE, ONE, o
1.968, 0.544371, ONE, ONE, o
0.623637, -0.244302, ONE, ONE, o
0.308439, 0.773054, ONE, ONE, o
1.17709, 1.0757, ONE, ONE, o
-0.1005, 1.37295, ONE, ONE, o
1.619, 2.54858, ONE, TWO, X
0.815876, -0.617164, ONE, ONE, o
1.93403, -0.029569, ONE, ONE, o
0.435977, 2.08236, ONE, ONE, o
0.605448, -0.895835, ONE, ONE, o
2.60636, 0.403223, ONE, ONE, o
0.903499, 2.08272, ONE, ONE, o
2.87446, 0.728163, ONE, TWO, X
1.86914, 0.906377, ONE, ONE, o
0.564823, 1.79922, ONE, ONE, o
1.66775, 0.624226, ONE, ONE, o
2.18761, 0.649236, ONE, ONE, o
1.90234, 0.739716, ONE, ONE, o
0.615472, 2.47037, ONE, TWO, X
0.848996, 0.147183, ONE, ONE, o
0.871377, -0.323861, ONE, ONE, o
2.74119, 2.29948, ONE, TWO, X
0.534229, -0.562277, ONE, ONE, o
0.102331, 0.837919, ONE, ONE, o
3.92265, -1.07236, ONE, ONE, o
-1.34058, 0.612925, ONE, ONE, o
0.550866, 0.635058, ONE, ONE, o
0.486866, 2.41176, ONE, ONE, o
0.089433, 1.22212, ONE, ONE, o
-0.148713, 0.152906, ONE, ONE, o
0.11483, 0.556794, ONE, ONE, o
0.704251, 0.579303, ONE, ONE, o
2.14091, -0.575871, ONE, ONE, o
-0.351035, 2.79161, ONE, ONE, o
2.77998, 1.64677, ONE, TWO, X
1.66616, 1.45388, ONE, TWO, X
1.35348, 1.33146, ONE, ONE, o
0.241395, 0.661945, ONE, ONE, o
0.072761, 0.183142, ONE, ONE, o
2.95042, 1.27548, ONE, TWO, X
-0.099506, 1.17918, ONE, ONE, o
1.56159, 1.91902, ONE, TWO, X
1.59408, 0.714116, ONE, ONE, o
0.900473, -0.04476, ONE, ONE, o
0.989229, 0.632594, ONE, ONE, o
3.01453, 1.67742, ONE, TWO, X
0.520638, 1.91536, ONE, ONE, o
2.70614, 1.49869, ONE, TWO, X
1.74565, -1.13244, ONE, ONE, o
0.6207, 0.181337, ONE, ONE, o
-0.278505, 1.36534, ONE, ONE, o
2.69822, 1.39421, ONE, TWO, X
0.830861, 1.77295, ONE, ONE, o
0.694212, 0.41486, ONE, ONE, o
1.21629, 1.94466, ONE, TWO, X
1.97185, 1.15127, ONE, TWO, X
-0.474435, 2.19773, ONE, ONE, o
1.33459, 0.86451, ONE, ONE, o
1.49934, 0.889998, ONE, ONE, o
0.333723, 0.037713, ONE, ONE, o
0.276979, 1.67441, ONE, ONE, o
-0.072907, 0.473799, ONE, ONE, o
0.140034, 1.19948, ONE, ONE, o
0.787554, 1.19539, ONE, ONE, o
0.700105, 1.81948, ONE, ONE, o
0.405876, 0.496668, ONE, ONE, o
1.24234, 0.85782, ONE, ONE, o
1.39404, 0.606656, ONE, ONE, o
1.72043, -0.050946, ONE, ONE, o
0.984304, -0.066762, ONE, ONE, o
1.47893, 0.478326, ONE, ONE, o
-0.435896, 0.704892, ONE, ONE, o
0.632971, 1.94212, ONE, ONE, o
1.49356, 0.243259, ONE, ONE, o
-0.159532, 1.3988, ONE, ONE, o
1.15989, 1.66127, ONE, ONE, o
2.30694, 0.871428, ONE, TWO, X
2.4998, -0.433559, ONE, ONE, o
2.82049, 0.47186, ONE, TWO, X
0.756889, 3.54522, ONE, TWO, X
2.51367, 1.28382, ONE, TWO, X
-0.547099, 3.03619, ONE, ONE, o
1.92077, 1.12684, ONE, ONE, o
1.7012, 1.69904, ONE, TWO, X
1.757, 1.03497, ONE, ONE, o
1.44291, 2.949, ONE, TWO, X
-0.301107, 1.00438, ONE, ONE, o
1.75649, 0.64435, ONE, ONE, o
1.71412, 2.26887, ONE, TWO, X
0.006439, 0.104361, ONE, ONE, o
1.0257, 0.985211, ONE, ONE, o
0.298662, 0.709176, ONE, ONE, o
-0.134289, 0.774134, ONE, ONE, o
-0.834546, 1.38522, ONE, ONE, o
1.50085, 0.757418, ONE, ONE, o
1.86195, 1.80912, ONE, TWO, X
1.34975, 2.40192, ONE, TWO, X
2.41786, 0.389599, ONE, ONE, o
1.07397, 1.82014, ONE, ONE, o
1.4226, 1.22705, ONE, ONE, o
0.887287, 1.95707, ONE, ONE, o
1.57163, 1.31994, ONE, ONE, o
0.546972, 1.27071, ONE, ONE, o
1.16446, 0.474743, ONE, ONE, o
0.926506, 0.133513, ONE, ONE, o
1.0744, 2.73661, ONE, TWO, X
0.589538, 0.928803, ONE, ONE, o
0.788549, 0.869262, ONE, ONE, o
1.28477, 0.406525, ONE, ONE, o
1.84092, 1.208, ONE, ONE, o
0.486202, 1.28036, ONE, ONE, o
1.64338, 0.518559, ONE, ONE, o
-0.046626, -1.09855, ONE, ONE, o
-0.29266, 2.33038, ONE, ONE, o
0.391293, 0.789174, ONE, ONE, o
0.804888, 2.18401, ONE, ONE, o
2.29348, -0.291561, ONE, ONE, o
0.963633, -0.223359, ONE, ONE, o
0.859678, 0.389386, ONE, ONE, o
3.45681, 1.17964, ONE, TWO, X
-0.297435, -0.835149, ONE, ONE, o
-0.183677, 1.78312, ONE, ONE, o
0.031929, 2.82618, ONE, ONE, o
1.70685, 0.405426, ONE, ONE, o
1.04539, 0.974496, ONE, ONE, o
2.24887, -0.416097, ONE, ONE, o
0.259664, 1.0666, ONE, ONE, o
2.10172, 0.312843, ONE, ONE, o
2.89095, 1.83854, ONE, TWO, X
1.68238, 2.67603, ONE, TWO, X
0.567625, 1.51654, ONE, ONE, o
0.824368, 0.924076, ONE, ONE, o
1.28405, 0.828855, ONE, ONE, o
0.61808, 1.08879, ONE, ONE, o
1.35993, 1.63814, ONE, ONE, o
2.08439, 0.151879, ONE, ONE, o
2.05932, 0.631459, ONE, ONE, o
-0.201989, 2.2278, ONE, ONE, o
1.08542, 1.47477, ONE, ONE, o
1.97933, 2.06521, ONE, TWO, X
-0.072726, 0.409351, ONE, ONE, o
1.8558, -1.02486, ONE, ONE, o
0.730236, 0.111803, ONE, ONE, o
0.756479, 0.386899, ONE, ONE, o
1.31419, 0.399623, ONE, ONE, o
1.26597, 2.42896, ONE, TWO, X
3.52516, 0.843814, ONE, TWO, X
1.29948, 0.778232, ONE, ONE, o
0.151423, -1.12065, ONE, ONE, o
1.25066, 0.939352, ONE, ONE, o
0.961979, 0.777391, ONE, ONE, o
1.80648, -0.147271, ONE, ONE, o
1.72711, 1.49245, ONE, TWO, X
1.23092, 2.70681, ONE, TWO, X
2.49275, 0.895785, ONE, TWO, X
1.91989, -0.268071, ONE, ONE, o
1.45857, 2.94372, ONE, TWO, X
0.529694, 0.144622, ONE, ONE, o
3.41783, 0.46715, ONE, TWO, X
0.202938, 0.651849, ONE, ONE, o
1.47136, -0.995197, ONE, ONE, o
0.080859, 1.98497, ONE, ONE, o
1.20005, 0.190413, ONE, ONE, o
-0.173217, 2.18968, ONE, ONE, o
0.297857, 0.178693, ONE, ONE, o
1.57596, -0.082154, ONE, ONE, o
1.09434, 2.12454, ONE, TWO, X
2.98908, 0.160453, ONE, TWO, X
1.33911, 1.52403, ONE, ONE, o
2.1017, 0.94129, ONE, ONE, o
-0.242321, 0.925463, ONE, ONE, o
-0.861704, -0.95462, ONE, ONE, o
0.814896, -1.37255, ONE, ONE, o
1.80656, 0.050983, ONE, ONE, o
0.325507, 2.14089, ONE, ONE, o
0.173939, -0.318629, ONE, ONE, o
2.10078, -0.708258, ONE, ONE, o
3.16674, 1.6251, ONE, TWO, X
1.60925, 1.09035, ONE, ONE, o
0.540255, 2.14027, ONE, ONE, o
1.68418, 1.96424, ONE, TWO, X
1.25387, 0.435761, ONE, ONE, o
3.13207, -0.804162, ONE, ONE, o
1.71135, 2.90896, ONE, TWO, X
0.191523, 0.188409, ONE, ONE, o
0.879846, 1.82692, ONE, ONE, o
0.686001, 0.253252, ONE, ONE, o
1.75795, 0.441189, ONE, ONE, o
0.34705, 0.579703, ONE, ONE, o
0.266138, -0.158543, ONE, ONE, o
1.4021, 2.49779, ONE, TWO, X
0.833326, 2.10299, ONE, ONE, o
0.283653, 2.06138, ONE, ONE, o
2.13177, 0.725767, ONE, ONE, o
0.940338, 0.645061, ONE, ONE, o
1.11122, 0.449102, ONE, ONE, o
1.84368, 0.992996, ONE, ONE, o
0.68349, 1.44006, ONE, ONE, o
-0.085466, 0.929834, ONE, ONE, o
-0.088852, 1.55117, ONE, ONE, o
-0.154676, 1.8971, ONE, ONE, o
0.69256, 2.65337, ONE, TWO, X
-0.162922, 0.76084, ONE, ONE, o
1.07267, 1.36577, ONE, ONE, o
1.42977, 1.56279, ONE, ONE, o
1.05794, 1.01168, ONE, ONE, o
2.66125, 0.566436, ONE, TWO, X
1.0993, 0.300579, ONE, ONE, o
0.966381, -1.1881, ONE, ONE, o
0.301514, 0.939744, ONE, ONE, o
1.01388, 1.77751, ONE, ONE, o
0.361584, -5.8e-05, ONE, ONE, o
0.114427, -0.812752, ONE, ONE, o
0.695186, 0.478852, ONE, ONE, o
-1.01593, -0.066945, ONE, ONE, o
0.478072, -0.083088, ONE, ONE, o
3.33262, 2.39027, ONE, TWO, X
0.332994, -0.221747, ONE, ONE, o
0.184568, 2.65724, ONE, ONE, o
1.91243, 3.53153, ONE, TWO, X
1.14919, 2.12933, ONE, TWO, X
-0.864143, 1.7423, ONE, ONE, o
1.65403, 1.81699, ONE, TWO, X
0.342487, 0.399732, ONE, ONE, o
1.51424, -1.2248, ONE, ONE, o
0.2062, 1.98581, ONE, ONE, o
1.16469, 1.21396, ONE, ONE, o
0.571899, 0.683891, ONE, ONE, o
-1.14253, -3.32347, ONE, ONE, o
2.19118, 1.43029, ONE, TWO, X
-0.865226, 0.366966, ONE, ONE, o
0.377499, 0.363561, ONE, ONE, o
1.21473, 0.727332, ONE, ONE, o
3.66833, 1.39217, ONE, TWO, X
2.23158, 0.972208, ONE, TWO, X
2.37959, 0.781089, ONE, TWO, X
-0.318124, -0.141016, ONE, ONE, o
1.29358, 1.51097, ONE, ONE, o
0.568605, -0.011672, ONE, ONE, o
0.950555, 1.90326, ONE, ONE, o
-1.79201, 0.702015, ONE, ONE, o
1.6138, 3.29759, ONE, TWO, X
-0.162329, 2.00285, ONE, ONE, o
3.59367, -0.495736, ONE, TWO, X
0.95004, 2.93796, ONE, TWO, X
0.683372, 1.43272, ONE, ONE, o
1.30101, 2.45358, ONE, TWO, X
0.390536, 2.05493, ONE, ONE, o
0.555724, -0.538548, ONE, ONE, o
3.1508, 1.31663, ONE, TWO, X
1.87303, 1.47133, ONE, TWO, X
0.603496, 1.55012, ONE, ONE, o
1.83787, 0.622642, ONE, ONE, o
0.038541, 1.07767, ONE, ONE, o
0.681085, 1.85329, ONE, ONE, o
0.247584, 1.1134, ONE, ONE, o
0.111591, -0.014339, ONE, ONE, o
-0.63963, 0.857646, ONE, ONE, o
1.43914, 2.07449, ONE, TWO, X
0.245357, 1.46459, ONE, ONE, o
-0.257392, 0.476874, ONE, ONE, o
0.640335, 1.36357, ONE, ONE, o
0.749782, 0.655771, ONE, ONE, o
1.5399, 1.95638, ONE, TWO, X
1.04957, 0.432393, ONE, ONE, o
0.842231, 2.10258, ONE, ONE, o
-0.223112, 1.11312, ONE, ONE, o
0.966998, 2.21476, ONE, TWO, X
1.3183, 2.11331, ONE, TWO, X
0.799059, 1.24738, ONE, ONE, o
1.27876, 4.03991, ONE, TWO, X
-0.687757, -0.681822, ONE, ONE, o
-0.109102, 1.27805, ONE, ONE, o
1.59773, 0.928506, ONE, ONE, o
1.6909, 0.114961, ONE, ONE, o
1.40739, 1.89947, ONE, TWO, X
0.678048, 1.85525, ONE, ONE, o
2.3735, 0.721104, ONE, TWO, X
1.10193, 1.02727, ONE, ONE, o
0.478766, 0.016377, ONE, ONE, o
0.934079, 1.51928, ONE, ONE, o
2.01413, 0.643573, ONE, ONE, o
0.74002, 0.360469, ONE, ONE, o
-0.813551, 1.33333, ONE, ONE, o
0.900501, 0.190356, ONE, ONE, o
-0.775768, 1.919, ONE, ONE, o
0.60021, 0.884512, ONE, ONE, o
0.452732, 1.56897, ONE, ONE, o
0.626456, -1.79035, ONE, ONE, o
1.52725, 1.37687, ONE, ONE, o
1.0648, -0.183715, ONE, ONE, o
1.75439, 1.33824, ONE, TWO, X
0.817658, 0.23694, ONE, ONE, o
0.961417, 1.4355, ONE, ONE, o
2.92901, 1.34084, ONE, TWO, X
2.20899, 3.46387, ONE, TWO, X
1.90638, 2.41353, ONE, TWO, X
0.68247, -0.736436, ONE, ONE, o
0.760626, -1.3018, ONE, ONE, o
1.41622, 0.854025, ONE, ONE, o
0.974878, 0.551941, ONE, ONE, o
1.34766, -0.415164, ONE, ONE, o
2.94031, 0.312441, ONE, TWO, X
1.68816, 2.64273, ONE, TWO, X
-0.359542, -0.168044, ONE, ONE, o
-0.482653, 0.138903, ONE, ONE, o
1.28298, 1.94395, ONE, TWO, X
1.04184, -0.483816, ONE, ONE, o
2.53375, 1.10991, ONE, TWO, X
2.85302, -1.66614, ONE, ONE, o
2.15038, 0.461134, ONE, ONE, o
0.52714, 1.22748, ONE, ONE, o
1.20236, -0.839644, ONE, ONE, o
0.556043, 3.06658, ONE, TWO, X
1.39703, 0.026731, ONE, ONE, o
-0.234697, 1.20033, ONE, ONE, o
0.930937, -0.08188, ONE, ONE, o
0.397795, 0.59404, ONE, ONE, o
0.635232, 0.35898, ONE, ONE, o
0.161743, 2.72943, ONE, ONE, o
0.609332, 1.44643, ONE, ONE, o
1.37151, 1.84253, ONE, TWO, X
-0.608593, 1.48685, ONE, ONE, o
1.81113, 0.419978, ONE, ONE, o
1.03609, -0.440346, ONE, ONE, o
0.078985, 1.02506, ONE, ONE, o
0.774476, 1.89498, ONE, ONE, o
0.013074, -0.732519, ONE, ONE, o
0.896189, 0.847397, ONE, ONE, o
0.614584, 1.83161, ONE, ONE, o
-0.885642, 0.424049, ONE, ONE, o
1.32128, 1.29426, ONE, ONE, o
1.43989, 2.60447, ONE, TWO, X
1.42069, 0.527581, ONE, ONE, o
1.06693, -0.322118, ONE, ONE, o
1.4527, -0.550669, ONE, ONE, o
1.11109, 2.026, ONE, TWO, X
2.29205, 1.5427, ONE, TWO, X
0.456707, 0.361188, ONE, ONE, o
1.63251, 1.68528, ONE, TWO, X
0.065668, -0.253157, ONE, ONE, o
3.63293, 2.37216, ONE, TWO, X
2.21313, 1.0237, ONE, TWO, X
0.474759, 2.16103, ONE, ONE, o
1.77136, 1.29083, ONE, ONE, o
1.12403, -0.277434, ONE, ONE, o
0.405346, 1.04679, ONE, ONE, o
-0.056746, 1.63635, ONE, ONE, o
1.79209, -0.362532, ONE, ONE, o
1.47151, 0.933299, ONE, ONE, o
0.894446, 1.11575, ONE, ONE, o
1.32445, 0.884074, ONE, ONE, o
1.3707, 1.50882, ONE, ONE, o
1.76355, 1.79449, ONE, TWO, X
1.06442, -0.265287, ONE, ONE, o
0.081288, -0.322596, ONE, ONE, o
0.503993, 2.17947, ONE, ONE, o
3.54029, 3.58232, ONE, TWO, X
1.79606, 2.41626, ONE, TWO, X
1.08097, 1.06574, ONE, ONE, o
0.356776, 1.9272, ONE, ONE, o
0.591332, 1.3565, ONE, ONE, o
0.200897, 0.810517, ONE, ONE, o
0.148952, 1.795, ONE, ONE, o
0.34318, 1.26972, ONE, ONE, o
0.559872, -0.517251, ONE, ONE, o
0.759988, 0.211131, ONE, ONE, o
-0.737863, 0.06672, ONE, ONE, o
0.896864, 1.48225, ONE, ONE, o
1.56504, 0.539802, ONE, ONE, o
1.39545, 1.6582, ONE, ONE, o
3.01252, 2.13483, ONE, TWO, X
1.2697, 1.92055, ONE, TWO, X
0.587216, 0.501281, ONE, ONE, o
0.952673, 0.821486, ONE, ONE, o
1.07764, 0.911679, ONE, ONE, o
0.258657, 2.13804, ONE, ONE, o
0.798393, -0.208135, ONE, ONE, o
-0.783771, 0.445994, ONE, ONE, o
-1.4264, -1.01063, ONE, ONE, o
0.212041, 1.79107, ONE, ONE, o
2.24167, 1.77083, ONE, TWO, X
0.562825, 1.85495, ONE, ONE, o
1.95558, 0.879391, ONE, ONE, o
1.43905, -0.488139, ONE, ONE, o
0.596923, 0.052567, ONE, ONE, o
1.1146, 0.500606, ONE, ONE, o
0.856453, 0.726767, ONE, ONE, o
1.03479, 1.79176, ONE, ONE, o
-0.177432, 0.258598, ONE, ONE, o
1.38662, 0.733814, ONE, ONE, o
-0.504946, 0.878647, ONE, ONE, o
1.20474, 0.253155, ONE, ONE, o
0.794161, 0.360187, ONE, ONE, o
-0.711002, -0.750273, ONE, ONE, o
1.2704, 1.09752, ONE, ONE, o
1.10984, 0.685305, ONE, ONE, o
2.06951, 4.50037, ONE, TWO, X
2.83427, 0.86664, ONE, TWO, X
2.56054, 0.585853, ONE, TWO, X
1.30299, 0.792692, ONE, ONE, o
-0.621789, 0.190591, ONE, ONE, o
1.7668, 0.47629, ONE, ONE, o
0.451822, -0.503417, ONE, ONE, o
-0.266416, 2.1794, ONE, ONE, o
1.61822, 1.19838, ONE, ONE, o
-0.390634, 1.64874, ONE, ONE, o
-0.22501, 2.70934, ONE, ONE, o
3.8505, 2.81185, ONE, TWO, X
1.36127, 0.349273, ONE, ONE, o
-0.110238, 2.08139, ONE, ONE, o
0.312197, 0.815847, ONE, ONE, o
0.673111, 1.99941, ONE, ONE, o
0.765366, 1.31955, ONE, ONE, o
0.800498, 0.942237, ONE, ONE, o
1.67334, 1.21997, ONE, ONE, o
0.008852, 1.06177, ONE, ONE, o
-0.105996, 3.18998, ONE, TWO, X
-0.032932, 1.34242, ONE, ONE, o
2.98857, 0.835368, ONE, TWO, X
1.43471, 0.787434, ONE, ONE, o
-0.801124, 2.76125, ONE, ONE, o
-0.040102, 1.49834, ONE, ONE, o
0.742969, 0.217239, ONE, ONE, o
1.00876, -0.766736, ONE, ONE, o
-0.274336, 0.144254, ONE, ONE, o
1.16407, 0.498437, ONE, ONE, o
2.46265, -0.276241, ONE, ONE, o
1.29605, -0.156593, ONE, ONE, o
3.57002, 1.62884, ONE, TWO, X
-0.823183, -0.544464, ONE, ONE, o
1.3753, 0.451367, ONE, ONE, o
2.00007, 1.10418, ONE, TWO, X
2.61209, 1.24317, ONE, TWO, X
-0.281649, 1.98394, ONE, ONE, o
-0.830753, 0.392476, ONE, ONE, o
-0.189422, 1.63079, ONE, ONE, o
0.153557, 0.776512, ONE, ONE, o
1.6154, 0.684709, ONE, ONE, o
1.52991, 0.120105, ONE, ONE, o
0.36633, 0.967805, ONE, ONE, o
-1.11551, 0.452542, ONE, ONE, o
2.30482, 0.52291, ONE, ONE, o
2.73268, 3.34677, ONE, TWO, X
1.09116, 1.36453, ONE, ONE, o
1.12397, 0.590674, ONE, ONE, o
1.26174, 1.05526, ONE, ONE, o
1.42522, 2.27396, ONE, TWO, X
0.550455, 0.575892, ONE, ONE, o
0.325389, 1.98107, ONE, ONE, o
2.16156, 0.11317, ONE, ONE, o
0.268356, 0.706218, ONE, ONE, o
1.45965, 2.57256, ONE, TWO, X
2.00492, 2.31992, ONE, TWO, X
-1.12152, 2.48934, ONE, ONE, o
0.031179, 1.88854, ONE, ONE, o
1.84385, 1.92776, ONE, TWO, X
0.262135, 0.273565, ONE, ONE, o
0.86597, 1.55798, ONE, ONE, o
0.379486, 2.33891, ONE, ONE, o
1.10556, 0.739981, ONE, ONE, o
3.22035, 1.31869, ONE, TWO, X
1.13922, 1.08355, ONE, ONE, o
1.93946, 1.57428, ONE, TWO, X
1.61693, 1.04605, ONE, ONE, o
0.624708, -0.125124, ONE, ONE, o
0.713082, -0.527636, ONE, ONE, o
1.0774, 0.261703, ONE, ONE, o
0.511419, -0.06305, ONE, ONE, o
0.595356, 1.02377, ONE, ONE, o
-1.45316, 0.571198, ONE, ONE, o
2.64021, 2.17886, ONE, TWO, X
-0.222966, 0.244756, ONE, ONE, o
0.830777, 1.36314, ONE, ONE, o
0.172709, 1.20013, ONE, ONE, o
2.08168, 1.72778, ONE, TWO, X
0.853287, 1.88262, ONE, ONE, o
1.2864, -0.23098, ONE, ONE, o
1.07247, 0.448751, ONE, ONE, o
1.44296, 1.11153, ONE, ONE, o
0.903803, 1.23875, ONE, ONE, o
0.910227, -0.250831, ONE, ONE, o
-0.25009, 1.27155, ONE, ONE, o
1.8322, 2.10582, ONE, TWO, X
2.07086, 0.704272, ONE, ONE, o
1.7786, 0.835486, ONE, ONE, o
0.686919, 1.31049, ONE, ONE, o
1.75317, 0.836186, ONE, ONE, o
5.3e-05, 0.413586, ONE, ONE, o
1.1435, -0.584142, ONE, ONE, o
0.504365, -0.026173, ONE, ONE, o
1.57102, 0.916711, ONE, ONE, o
1.22443, 0.142908, ONE, ONE, o
1.6511, 1.60771, ONE, TWO, X
0.308795, -0.311614, ONE, ONE, o
-0.058416, 0.088276, ONE, ONE, o
0.126073, 2.44706, ONE, ONE, o
0.255613, 0.915279, ONE, ONE, o
1.21979, 1.35594, ONE, ONE, o
1.61787, 0.197102, ONE, ONE, o
0.618767, 1.86656, ONE, ONE, o
0.378016, -0.120833, ONE, ONE, o
0.684747, 0.710392, ONE, ONE, o
1.2092, 0.566271, ONE, ONE, o
2.25628, 1.32831, ONE, TWO, X
2.04447, 2.20336, ONE, TWO, X
-0.481931, -0.179653, ONE, ONE, o
0.885854, 2.84491, ONE, TWO, X
0.87599, 2.1743, ONE, ONE, o
1.26236, 0.671701, ONE, ONE, o
-0.64441, 2.01506, ONE, ONE, o
2.14598, 1.15841, ONE, TWO, X
0.798865, 1.98687, ONE, ONE, o
1.91272, 1.07359, ONE, ONE, o
-0.86374, 0.760566, ONE, ONE, o
0.446893, 2.49264, ONE, ONE, o
1.11538, -0.052211, ONE, ONE, o
0.169209, 1.2119, ONE, ONE, o
1.3198, 0.333625, ONE, ONE, o
0.799936, 0.386093, ONE, ONE, o
1.02125, 0.088104, ONE, ONE, o
1.48608, 2.5211, ONE, TWO, X
0.606672, 0.886838, ONE, ONE, o
1.18984, 0.957984, ONE, ONE, o
0.014194, 0.57519, ONE, ONE, o
1.54957, 0.294825, ONE, ONE, o
-0.019528, 2.10173, ONE, ONE, o
-0.31229, -1.04581, ONE, ONE, o
1.72679, 1.04892, ONE, ONE, o
0.809834, 2.16035, ONE, ONE, o
-0.155833, 0.220406, ONE, ONE, o
1.42233, 0.892197, ONE, ONE, o
1.98751, 1.67682, ONE, TWO, X
3.5537, 0.08412, ONE, TWO, X
0.639081, 1.11099, ONE, ONE, o
1.65017, 1.4542, ONE, TWO, X
0.145168, 2.50887, ONE, ONE, o
1.80943, 1.59686, ONE, TWO, X
0.849568, 0.37781, ONE, ONE, o
1.91955, 1.77452, ONE, TWO, X
0.281221, 0.942678, ONE, ONE, o
1.6214, 1.64146, ONE, TWO, X
0.279592, 0.511149, ONE, ONE, o
3.31703, 0.414642, ONE, TWO, X
-0.896557, -0.53582, ONE, ONE, o
-0.375113, 2.01643, ONE, ONE, o
0.043349, 0.729219, ONE, ONE, o
-0.50105, 0.46701, ONE, ONE, o
1.5896, -0.302059, ONE, ONE, o
0.439721, 0.530389, ONE, ONE, o
0.6054, 0.906855, ONE, ONE, o
-0.394537, 0.638773, ONE, ONE, o
-0.725645, 1.41085, ONE, ONE, o
2.10374, 1.33819, ONE, TWO, X
1.13079, 1.64022, ONE, ONE, o
-1.02121, 0.701811, ONE, ONE, o
0.555055, 2.16057, ONE, ONE, o
0.368842, 1.33876, ONE, ONE, o
0.094377, 0.113606, ONE, ONE, o
0.07137, 1.86063, ONE, ONE, o
1.42844, 1.49383, ONE, ONE, o
0.751216, -0.178336, ONE, ONE, o
0.357387, 1.22692, ONE, ONE, o
2.3009, 2.03184, ONE, TWO, X
2.05626, -0.076492, ONE, ONE, o
0.925057, 0.519588, ONE, ONE, o
-0.335418, 2.22547, ONE, ONE, o
0.285009, 2.26472, ONE, ONE, o
2.23548, 1.19617, ONE, TWO, X
2.40359, -0.022288, ONE, ONE, o
2.83152, -0.442644, ONE, ONE, o
0.790914, 0.590677, ONE, ONE, o
0.424946, -0.031377, ONE, ONE, o
2.02013, 1.47844, ONE, TWO, X
2.35892, -0.656539, ONE, ONE, o
0.581341, -0.506999, ONE, ONE, o
-0.494244, 0.015234, ONE, ONE, o
1.48773, 1.35376, ONE, ONE, o
2.25449, -0.309421, ONE, ONE, o
-1.09755, 1.4161, ONE, ONE, o
1.57244, 0.972254, ONE, ONE, o
1.08776, 1.90395, ONE, ONE, o
0.819684, 1.60637, ONE, ONE, o
-0.276167, 1.74645, ONE, ONE, o
2.83276, 0.394231, ONE, TWO, X
-0.053422, 1.51809, ONE, ONE, o
3.30452, 3.62789, ONE, TWO, X
0.552816, 2.81587, ONE, TWO, X
0.758424, 0.731329, ONE, ONE, o
-0.202768, 1.78198, ONE, ONE, o
2.25539, -1.07134, ONE, ONE, o
0.846571, 0.258845, ONE, ONE, o
1.71137, -0.99864, ONE, ONE, o
0.129911, 2.30191, ONE, ONE, o
1.68041, 1.2825, ONE, ONE, o
0.033205, 1.88073, ONE, ONE, o
0.199574, 0.592374, ONE, ONE, o
1.22794, 1.05811, ONE, ONE, o
2.79866, 0.516668, ONE, TWO, X
0.803664, 1.73679, ONE, ONE, o
1.15678, 1.87997, ONE, ONE, o
0.006183, -0.263634, ONE, ONE, o
3.05366, -0.407865, ONE, ONE, o
1.13699, 1.28531, ONE, ONE, o
0.338678, 0.617059, ONE, ONE, o
0.937021, 1.58519, ONE, ONE, o
0.275353, 0.641838, ONE, ONE, o
1.59786, 1.51084, ONE, TWO, X
0.875795, 0.883128, ONE, ONE, o
0.297379, 2.23368, ONE, ONE, o
-0.338232, 1.56194, ONE, ONE, o
-0.978776, -0.357028, ONE, ONE, o
2.57462, 0.598389, ONE, TWO, X
1.00021, 0.897745, ONE, ONE, o
0.076189, 0.391675, ONE, ONE, o
1.23451, -0.500399, ONE, ONE, o
1.23145, 2.41697, ONE, TWO, X
1.92994, 0.46357, ONE, ONE, o
0.085303, 1.10526, ONE, ONE, o
1.36482, 0.254894, ONE, ONE, o
3.42991, -0.083273, ONE, TWO, X
-0.460928, 1.20635, ONE, ONE, o
0.44878, 0.461782, ONE, ONE, o
2.37072, 0.289909, ONE, ONE, o
0.206341, 0.129241, ONE, ONE, o
1.53952, 0.638864, ONE, ONE, o
0.908128, -0.03213, ONE, ONE, o
0.964123, 1.35884, ONE, ONE, o
1.57247, 2.43954, ONE, TWO, X
1.20387, 2.52596, ONE, TWO, X
-0.122889, 0.844195, ONE, ONE, o
1.64215, 2.6429, ONE, TWO, X
1.16286, 0.719693, ONE, ONE, o
0.745857, 1.55502, ONE, ONE, o
2.15869, 1.36004, ONE, TWO, X
-0.236787, 0.432322, ONE, ONE, o
1.68458, 0.555971, ONE, ONE, o
0.14919, 2.10502, ONE, ONE, o
3.43328, 0.923587, ONE, TWO, X
1.56824, 1.22808, ONE, ONE, o
0.921099, -0.426797, ONE, ONE, o
0.519199, -0.382013, ONE, ONE, o
0.916798, -0.762608, ONE, ONE, o
1.8796, -0.308681, ONE, ONE, o
1.69158, -0.516133, ONE, ONE, o
1.48806, 2.05184, ONE, TWO, X
0.366261, 1.2915, ONE, ONE, o
1.57037, 0.970338, ONE, ONE, o
-1.04617, 0.925511, ONE, ONE, o
0.203328, 0.306346, ONE, ONE, o
0.377552, 1.52199, ONE, ONE, o
0.708335, 0.454559, ONE, ONE, o
3.46654, 0.477664, ONE, TWO, X
3.21508, 0.133005, ONE, TWO, X
3.8077, 1.49119, ONE, TWO, X
1.85905, 2.30904, ONE, TWO, X
2.63921, 1.89666, ONE, TWO, X
